League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
National League,43.0,,,False,2024-09-28,,8663.0,Halifax,Wealdstone,2.0,2.0,,,,,1.0,3.0,0.0,2.0,,,Desconocido
Bundesliga 2,,,,False,2024-09-28,,,Hamburg,Paderborn,2.0,2.0,,,7.0,3.0,3.0,3.0,0.0,0.0,17.0,12.0,Desconocido
Championship Escocia,,,,False,2024-09-28,,901.0,Hamilton,Partick,1.0,0.0,,,1.0,12.0,1.0,4.0,0.0,0.0,8.0,9.0,Desconocido
League 2,,,,False,2024-09-28,,1343.0,Harrogate,Bradford,2.0,1.0,,,4.0,2.0,2.0,1.0,0.0,0.0,11.0,11.0,Desconocido
Premiership Escocia,,,,False,2024-09-28,,902.0,Hearts,Ross County,1.0,1.0,,,11.0,5.0,1.0,4.0,0.0,0.0,21.0,13.0,Desconocido
Championship,407.0,,,False,2024-09-28,,43.0,Hull,Cardiff,4.0,1.0,,,7.0,5.0,3.0,4.0,0.0,0.0,18.0,16.0,Desconocido
League 1 Escocia,,,,False,2024-09-28,,6784.0,Inverness C,Stenhousemuir,0.0,0.0,,,3.0,1.0,2.0,1.0,0.0,0.0,8.0,6.0,Desconocido
League 1 Escocia,,,,False,2024-09-28,6773.0,6757.0,Kelty Hearts,Annan Athletic,3.0,0.0,,,8.0,2.0,1.0,0.0,0.0,1.0,7.0,3.0,Desconocido
Premiership Escocia,,,,False,2024-09-28,250.0,,Kilmarnock,Dundee United,3.0,3.0,,,7.0,3.0,1.0,2.0,0.0,0.0,15.0,19.0,Desconocido
Ligue 1,61.0,,,False,2024-09-28,111.0,79.0,Le Havre,Lille,0.0,3.0,,,1.0,5.0,2.0,1.0,0.0,0.0,7.0,18.0,Desconocido
Championship,407.0,,,False,2024-09-28,63.0,1346.0,Leeds,Coventry,3.0,0.0,,,7.0,3.0,1.0,1.0,0.0,0.0,13.0,7.0,Desconocido
Ligue 1,61.0,,,False,2024-09-28,116.0,84.0,Lens,Nice,0.0,0.0,,,11.0,4.0,4.0,2.0,1.0,0.0,22.0,15.0,Desconocido
League 1,,,,False,2024-09-28,1373.0,1837.0,Leyton Orient,Wrexham,0.0,0.0,,,1.0,3.0,1.0,3.0,0.0,0.0,9.0,6.0,Desconocido
Championship Escocia,,,,False,2024-09-28,255.0,,Livingston,Airdrie Utd,2.0,1.0,,,7.0,8.0,2.0,4.0,0.0,0.0,9.0,3.0,Desconocido
Bundesliga,218.0,,,False,2024-09-28,,182.0,M'gladbach,Union Berlin,1.0,0.0,,,2.0,4.0,3.0,1.0,0.0,0.0,8.0,9.0,Desconocido
Bundesliga,218.0,,,False,2024-09-28,,,Mainz,Heidenheim,0.0,2.0,,,7.0,6.0,4.0,4.0,1.0,1.0,7.0,14.0,Desconocido
La Liga 2,,,,False,2024-09-28,535.0,797.0,Malaga,Elche,0.0,3.0,,,4.0,5.0,5.0,4.0,0.0,0.0,5.0,14.0,Desconocido
Championship,407.0,,,False,2024-09-28,70.0,,Middlesbrough,Stoke,2.0,0.0,,,7.0,2.0,4.0,7.0,0.0,0.0,26.0,7.0,Desconocido
Championship,407.0,,,False,2024-09-28,58.0,59.0,Millwall,Preston,3.0,1.0,,,3.0,8.0,2.0,2.0,1.0,0.0,14.0,11.0,Desconocido
La Liga 2,,,,False,2024-09-28,799.0,726.0,Mirandes,Huesca,1.0,0.0,,,6.0,2.0,2.0,6.0,0.0,0.0,16.0,6.0,Desconocido
Ligue 1,61.0,,,False,2024-09-28,91.0,82.0,Monaco,Montpellier,2.0,1.0,,,6.0,2.0,4.0,3.0,0.0,1.0,21.0,9.0,Desconocido
League 1 Escocia,,,,False,2024-09-28,4251.0,,Montrose,Alloa,2.0,2.0,,,6.0,11.0,2.0,2.0,0.0,0.0,7.0,11.0,Desconocido
League 2,,,,False,2024-09-28,1375.0,1376.0,Morecambe,Notts County,1.0,1.0,,,7.0,4.0,2.0,1.0,1.0,0.0,10.0,18.0,Desconocido
Premiership Escocia,,,,False,2024-09-28,256.0,,Motherwell,St Mirren,2.0,1.0,,,9.0,6.0,4.0,2.0,1.0,1.0,9.0,15.0,Desconocido
Premier League,569.0,,,False,2024-09-28,34.0,,Newcastle,Man City,1.0,1.0,,,5.0,6.0,4.0,4.0,0.0,0.0,11.0,16.0,Desconocido
League 2,,,,False,2024-09-28,1367.0,1363.0,Newport County,Crewe,2.0,1.0,,,3.0,4.0,3.0,3.0,0.0,0.0,10.0,10.0,Desconocido
Eredivisie,88.0,,,False,2024-09-28,,209.0,Nijmegen,Feyenoord,1.0,1.0,,,3.0,9.0,1.0,1.0,0.0,0.0,10.0,17.0,Desconocido
League 1,,,,False,2024-09-28,1337.0,,Northampton,Mansfield,0.0,2.0,,,6.0,4.0,0.0,3.0,0.0,0.0,16.0,10.0,Desconocido
Premier League,569.0,,,False,2024-09-28,,36.0,Nott'm Forest,Fulham,0.0,1.0,,,6.0,5.0,2.0,4.0,0.0,0.0,11.0,14.0,Desconocido
La Liga,140.0,,,False,2024-09-28,727.0,529.0,Osasuna,Barcelona,4.0,2.0,,,5.0,8.0,2.0,2.0,0.0,0.0,11.0,12.0,Desconocido
Championship,407.0,,,False,2024-09-28,,44.0,Oxford,Burnley,0.0,0.0,,,2.0,6.0,1.0,2.0,0.0,0.0,3.0,14.0,Desconocido
League 2 Escocia,,,,False,2024-09-28,6777.0,6762.0,Peterhead,Clyde,2.0,2.0,,,4.0,2.0,1.0,2.0,0.0,0.0,10.0,10.0,Desconocido
League 2,,,,False,2024-09-28,1351.0,,Port Vale,Swindon,2.0,1.0,,,12.0,3.0,3.0,1.0,0.0,0.0,20.0,4.0,Desconocido
Championship,407.0,,,False,2024-09-28,1355.0,,Portsmouth,Sheffield United,0.0,0.0,,,15.0,9.0,2.0,2.0,0.0,0.0,9.0,12.0,Desconocido
Bundesliga 2,,,,False,2024-09-28,1313.0,,Preußen Münster,Schalke 04,1.0,2.0,,,7.0,4.0,3.0,3.0,0.0,0.0,19.0,14.0,Desconocido
League 1 Escocia,,,,False,2024-09-28,,1382.0,Queen of Sth,Dumbarton,2.0,0.0,,,5.0,3.0,1.0,3.0,0.0,1.0,12.0,16.0,Desconocido
Bundesliga,218.0,,,False,2024-09-28,173.0,,RB Leipzig,Augsburg,4.0,0.0,,,8.0,5.0,1.0,2.0,0.0,0.0,14.0,7.0,Desconocido
Championship Escocia,,,,False,2024-09-28,,1389.0,Raith Rvs,Falkirk,1.0,0.0,,,2.0,4.0,2.0,4.0,0.0,0.0,4.0,4.0,Desconocido
League 1,,,,False,2024-09-28,53.0,37.0,Reading,Huddersfield,2.0,1.0,,,2.0,11.0,1.0,3.0,0.0,0.0,6.0,19.0,Desconocido
Ligue 2,62.0,,,False,2024-09-28,,114.0,Red Star,Paris FC,1.0,3.0,,,6.0,7.0,3.0,2.0,0.0,0.0,12.0,11.0,Desconocido
Bundesliga 2,,,,False,2024-09-28,,,Regensburg,Kaiserslautern,0.0,0.0,,,4.0,4.0,2.0,4.0,0.0,0.0,7.0,9.0,Desconocido
National League,43.0,,,False,2024-09-28,1339.0,,Rochdale,Braintree Town,1.0,0.0,,,,,1.0,2.0,0.0,0.0,,,Desconocido
Turkey Super Lig,,,,False,2024-09-28,3603.0,,Samsunspor,Goztep,4.0,3.0,,,6.0,3.0,0.0,2.0,0.0,0.0,22.0,9.0,Desconocido
Serie B,72.0,,,False,2024-09-28,488.0,515.0,Sassuolo,Spezia,0.0,0.0,,,4.0,3.0,2.0,2.0,0.0,0.0,12.0,13.0,Desconocido
Championship,407.0,,,False,2024-09-28,,60.0,Sheffield Weds,West Brom,3.0,2.0,,,5.0,4.0,5.0,3.0,0.0,0.0,12.0,12.0,Desconocido
League 1,,,,False,2024-09-28,1352.0,73.0,Shrewsbury,Rotherham,1.0,1.0,,,3.0,5.0,2.0,2.0,0.0,0.0,4.0,12.0,Desconocido
La Liga,140.0,,,False,2024-09-28,,532.0,Sociedad,Valencia,3.0,0.0,,,6.0,4.0,0.0,0.0,0.0,0.0,11.0,9.0,Desconocido
National League,43.0,,,False,2024-09-28,1341.0,1823.0,Southend,Gateshead,1.0,3.0,,,,,1.0,3.0,0.0,0.0,,,Desconocido
La Liga 2,,,,False,2024-09-28,,732.0,Sp Gijon,Zaragoza,1.0,0.0,,,5.0,5.0,0.0,5.0,0.0,2.0,22.0,7.0,Desconocido
Eredivisie,88.0,,,False,2024-09-28,426.0,,Sparta Rotterdam,For Sittard,1.0,1.0,,,9.0,5.0,1.0,2.0,0.0,0.0,19.0,13.0,Desconocido
League 2 Escocia,,,,False,2024-09-28,6781.0,6764.0,Spartans,East Fife,0.0,1.0,,,5.0,4.0,3.0,2.0,0.0,0.0,5.0,9.0,Desconocido
Premiership Escocia,,,,False,2024-09-28,,247.0,St Johnstone,Celtic,0.0,6.0,,,3.0,13.0,1.0,1.0,0.0,0.0,5.0,19.0,Desconocido
Jupiler Pro League,144.0,,,False,2024-09-28,,,Standard,Westerlo,1.0,2.0,,,11.0,2.0,1.0,6.0,0.0,0.0,16.0,9.0,Desconocido
