League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
La Liga 2,,,,False,2025-09-29,537.0,,Leganes,Castellon,0.0,1.0,,,6.0,2.0,4.0,2.0,0.0,0.0,7.0,10.0,Desconocido
Serie A,71.0,,,False,2025-09-29,523.0,503.0,Parma,Torino,2.0,1.0,,,4.0,3.0,3.0,3.0,0.0,0.0,13.0,15.0,Desconocido
Super League Greece,,,,False,2025-09-28,,2110.0,AEK,Volos NFC,1.0,0.0,,,2.0,1.0,3.0,2.0,0.0,0.0,14.0,3.0,Desconocido
Primeira Liga,94.0,,,False,2025-09-28,4724.0,224.0,Alverca,Guimaraes,2.0,0.0,,,1.0,5.0,3.0,0.0,1.0,0.0,11.0,19.0,Desconocido
Ligue 1,61.0,,,False,2025-09-28,77.0,,Angers,Brest,0.0,2.0,,,11.0,4.0,1.0,1.0,0.0,0.0,11.0,7.0,Desconocido
Super League Greece,197,Greece,,False,2025-09-28,955,619,Asteras Tripolis,PAOK,3.0,3.0,,,4.0,4.0,7.0,4.0,1.0,0.0,9.0,14.0,"Stavros Tsimenteridis, Greece"
Premier League,569.0,,,False,2025-09-28,66.0,36.0,Aston Villa,Fulham,3.0,1.0,,,2.0,8.0,1.0,4.0,0.0,0.0,9.0,11.0,Desconocido
La Liga,140.0,,,False,2025-09-28,529.0,,Barcelona,Sociedad,2.0,1.0,,,12.0,1.0,1.0,2.0,0.0,0.0,22.0,7.0,Desconocido
La Liga,140.0,,,False,2025-09-28,,727.0,Betis,Osasuna,2.0,0.0,,,5.0,5.0,0.0,1.0,0.0,0.0,12.0,12.0,Desconocido
La Liga 2,141,Spain,,False,2025-09-28,9580,535,Burgos,Malaga,2.0,1.0,,,0.0,3.0,5.0,4.0,0.0,1.0,7.0,6.0,"Daniel Palencia Caballero, Spain"
La Liga 2,,,,False,2025-09-28,724.0,,Cadiz,Ceuta,0.0,0.0,,,1.0,1.0,2.0,2.0,0.0,0.0,9.0,11.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-09-28,741.0,631.0,Cercle Brugge,Gent,2.0,4.0,,,10.0,2.0,2.0,3.0,0.0,0.0,23.0,11.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-09-28,736.0,,Charleroi,Mechelen,0.0,2.0,,,5.0,3.0,0.0,4.0,0.0,0.0,13.0,5.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-09-28,6215.0,,Dender,RAAL La Louviere,0.0,0.0,,,4.0,2.0,1.0,3.0,0.0,0.0,10.0,10.0,Desconocido
La Liga,140.0,,,False,2025-09-28,797.0,,Elche,Celta,2.0,1.0,,,7.0,2.0,3.0,3.0,0.0,0.0,17.0,8.0,Desconocido
Serie B,72.0,,,False,2025-09-28,511.0,1581.0,Empoli,Carrarese,2.0,2.0,,,2.0,3.0,2.0,3.0,0.0,0.0,13.0,9.0,Desconocido
Bundesliga,218.0,,,False,2025-09-28,,,FC Koln,Stuttgart,1.0,2.0,,,8.0,8.0,2.0,2.0,0.0,0.0,14.0,15.0,Desconocido
Primeira Liga,94.0,,,False,2025-09-28,242.0,226.0,Famalicao,Rio Ave,0.0,0.0,,,11.0,6.0,4.0,5.0,0.0,0.0,28.0,6.0,Desconocido
Turkey Super Lig,,,,False,2025-09-28,,1005.0,Fenerbahce,Antalyaspor,2.0,0.0,,,5.0,3.0,4.0,6.0,0.0,0.0,19.0,4.0,Desconocido
Bundesliga,218.0,,,False,2025-09-28,,,Freiburg,Hoffenheim,1.0,1.0,,,6.0,8.0,3.0,1.0,0.0,0.0,6.0,15.0,Desconocido
Eredivisie,88.0,,,False,2025-09-28,202.0,209.0,Groningen,Feyenoord,0.0,1.0,,,3.0,4.0,2.0,2.0,1.0,0.0,12.0,11.0,Desconocido
Bundesliga 2,,,,False,2025-09-28,,,Hannover,Bielefeld,3.0,1.0,,,4.0,2.0,2.0,1.0,0.0,0.0,13.0,11.0,Desconocido
La Liga 2,,,,False,2025-09-28,726.0,22018.0,Huesca,Granada,0.0,1.0,,,13.0,2.0,1.0,1.0,0.0,0.0,15.0,9.0,Desconocido
Turkey Super Lig,,,,False,2025-09-28,1001.0,,Kayserispor,Genclerbirligi,1.0,1.0,,,10.0,0.0,4.0,3.0,0.0,2.0,23.0,2.0,Desconocido
Turkey Super Lig,,,,False,2025-09-28,607.0,,Konyaspor,Buyuksehyr,2.0,1.0,,,2.0,11.0,4.0,0.0,1.0,0.0,13.0,17.0,Desconocido
Serie A,71.0,,,False,2025-09-28,867.0,500.0,Lecce,Bologna,2.0,2.0,,,3.0,9.0,4.0,2.0,0.0,0.0,12.0,14.0,Desconocido
Ligue 1,61.0,,,False,2025-09-28,79.0,80.0,Lille,Lyon,0.0,1.0,,,3.0,4.0,4.0,4.0,1.0,0.0,14.0,5.0,Desconocido
Premiership Escocia,179,Scotland,,False,2025-09-28,255,257,Livingston,Rangers,1.0,2.0,,,4.0,8.0,4.0,1.0,0.0,0.0,9.0,15.0,"John Beaton, Scotland"
Ligue 1,61.0,,,False,2025-09-28,112.0,111.0,Metz,Le Havre,0.0,0.0,,,4.0,6.0,2.0,2.0,0.0,0.0,7.0,11.0,Desconocido
Serie A,71.0,,,False,2025-09-28,,492.0,Milan,Napoli,2.0,1.0,,,1.0,7.0,1.0,0.0,1.0,0.0,6.0,19.0,Desconocido
Serie B,72.0,,,False,2025-09-28,899.0,525.0,Modena,Pescara,2.0,1.0,,,4.0,0.0,3.0,3.0,0.0,0.0,15.0,6.0,Desconocido
Premier League,569.0,,,False,2025-09-28,34.0,9419.0,Newcastle,Arsenal,1.0,2.0,,,7.0,12.0,2.0,1.0,0.0,0.0,8.0,20.0,Desconocido
Ligue 1,61.0,,,False,2025-09-28,84.0,114.0,Nice,Paris FC,1.0,1.0,,,5.0,5.0,1.0,1.0,0.0,0.0,11.0,13.0,Desconocido
Eredivisie,88.0,,,False,2025-09-28,,201.0,Nijmegen,AZ Alkmaar,2.0,1.0,,,5.0,4.0,1.0,6.0,0.0,1.0,14.0,7.0,Desconocido
Bundesliga 2,,,,False,2025-09-28,,,Nurnberg,Hertha,0.0,3.0,,,6.0,1.0,2.0,3.0,0.0,0.0,12.0,14.0,Desconocido
Super League Greece,,,,False,2025-09-28,,5050.0,OFI Crete,Kifisia,1.0,3.0,,,3.0,6.0,2.0,6.0,1.0,0.0,6.0,22.0,Desconocido
Super League Greece,197,Greece,,False,2025-09-28,949,617,Panetolikos,Panathinaikos,1.0,2.0,,,2.0,5.0,2.0,3.0,0.0,0.0,8.0,12.0,"Alexandros Tsakalidis, Greece"
Serie A,71.0,,,False,2025-09-28,801.0,502.0,Pisa,Fiorentina,0.0,0.0,,,4.0,6.0,0.0,1.0,0.0,0.0,11.0,14.0,Desconocido
Bundesliga 2,,,,False,2025-09-28,1313.0,,Preußen Münster,Braunschweig,3.0,1.0,,,3.0,9.0,3.0,4.0,0.0,0.0,11.0,12.0,Desconocido
Ligue 1,61.0,,,False,2025-09-28,94.0,116.0,Rennes,Lens,0.0,0.0,,,8.0,4.0,3.0,2.0,0.0,1.0,14.0,13.0,Desconocido
Turkey Super Lig,,,,False,2025-09-28,1007.0,,Rizespor,Kasimpasa,1.0,2.0,,,1.0,4.0,1.0,2.0,0.0,0.0,13.0,8.0,Desconocido
Serie A,71.0,,,False,2025-09-28,,,Roma,Verona,2.0,0.0,,,8.0,1.0,0.0,4.0,0.0,0.0,10.0,12.0,Desconocido
Serie A,71.0,,,False,2025-09-28,488.0,494.0,Sassuolo,Udinese,3.0,1.0,,,1.0,5.0,0.0,3.0,0.0,0.0,11.0,12.0,Desconocido
La Liga 2,,,,False,2025-09-28,,713.0,Sociedad B,Cordoba,1.0,1.0,,,8.0,5.0,4.0,5.0,0.0,0.0,10.0,13.0,Desconocido
Primeira Liga,94.0,,,False,2025-09-28,,225.0,Sp Braga,Nacional,0.0,1.0,,,6.0,3.0,0.0,2.0,0.0,0.0,9.0,13.0,Desconocido
La Liga 2,,,,False,2025-09-28,,722.0,Sp Gijon,Albacete,3.0,4.0,,,2.0,8.0,1.0,2.0,0.0,0.0,11.0,11.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-09-28,,742.0,St Truiden,Genk,1.0,2.0,,,3.0,6.0,4.0,2.0,1.0,0.0,15.0,15.0,Desconocido
Eredivisie,88.0,,,False,2025-09-28,427.0,,Telstar,Go Ahead Eagles,4.0,2.0,,,8.0,3.0,2.0,0.0,0.0,0.0,20.0,13.0,Desconocido
Bundesliga,218.0,,,False,2025-09-28,182.0,,Union Berlin,Hamburg,0.0,0.0,,,5.0,3.0,2.0,2.0,0.0,1.0,11.0,16.0,Desconocido
Eredivisie,88.0,,,False,2025-09-28,207.0,210.0,Utrecht,Heerenveen,2.0,2.0,,,5.0,3.0,2.0,2.0,0.0,0.0,14.0,10.0,Desconocido
La Liga 2,141,Spain,,False,2025-09-28,720,725,Valladolid,Cultural Leonesa,0.0,1.0,,,2.0,2.0,3.0,3.0,0.0,0.0,18.0,9.0,"Alvaro Moreno Aragon, Spain"
La Liga,140.0,,,False,2025-09-28,,536.0,Vallecano,Sevilla,0.0,1.0,,,12.0,4.0,3.0,2.0,1.0,0.0,18.0,4.0,Desconocido
League 1,41,England,,False,2025-09-27,1333,1358,AFC Wimbledon,Wycombe,2.0,1.0,,,0.0,7.0,0.0,0.0,0.0,0.0,6.0,12.0,"Scott Jackson, England"
League 2,,,,False,2025-09-27,,1342.0,Accrington,Walsall,1.0,3.0,,,8.0,3.0,0.0,1.0,0.0,0.0,19.0,8.0,Desconocido
Eredivisie,88.0,,,False,2025-09-27,194.0,203.0,Ajax,NAC Breda,2.0,1.0,,,2.0,7.0,2.0,4.0,0.0,1.0,12.0,17.0,Desconocido
League 2 Escocia,184,Scotland,,False,2025-09-27,6757,6765,Annan Athletic,East Kilbride,3.0,1.0,,,2.0,10.0,4.0,3.0,0.0,1.0,9.0,6.0,Desconocido
Super League Greece,,,,False,2025-09-27,3408.0,2099.0,Aris,Panserraikos,1.0,1.0,,,10.0,1.0,2.0,4.0,0.0,0.0,25.0,8.0,Desconocido
La Liga,140.0,,,False,2025-09-27,,541.0,Ath Madrid,Real Madrid,5.0,2.0,,,7.0,2.0,5.0,4.0,0.0,0.0,13.0,6.0,Desconocido
Serie B,72.0,,,False,2025-09-27,528.0,527.0,Avellino,Virtus Entella,2.0,0.0,,,3.0,8.0,1.0,2.0,0.0,0.0,12.0,10.0,Desconocido
Championship Escocia,,,,False,2025-09-27,,,Ayr,Airdrie Utd,4.0,2.0,,,4.0,4.0,1.0,1.0,0.0,0.0,13.0,4.0,Desconocido
Serie B,72.0,,,False,2025-09-27,508.0,498.0,Bari,Sampdoria,1.0,1.0,,,3.0,2.0,3.0,4.0,0.0,0.0,13.0,14.0,Desconocido
League 1,41,England,,False,2025-09-27,747,1351,Barnsley,Port Vale,0.0,2.0,,,4.0,3.0,1.0,2.0,0.0,0.0,13.0,13.0,"James Linington, England"
Bundesliga 2,,,,False,2025-09-27,,,Bochum,Fortuna Dusseldorf,0.0,1.0,,,4.0,3.0,5.0,3.0,0.0,0.0,23.0,7.0,Desconocido
National League,43.0,,,False,2025-09-27,1830.0,1836.0,Boreham Wood,Woking,1.0,0.0,,,,,0.0,1.0,0.0,0.0,,,Desconocido
League 1,41,England,,False,2025-09-27,1343,1356,Bradford,Blackpool,1.0,0.0,,,3.0,5.0,3.0,0.0,0.0,0.0,15.0,10.0,"Ben Atkinson, England"
National League,43.0,,,False,2025-09-27,,1823.0,Braintree Town,Gateshead,1.0,2.0,,,,,0.0,2.0,0.0,0.0,,,Desconocido
Premier League,569.0,,,False,2025-09-27,55.0,,Brentford,Man United,3.0,1.0,,,4.0,2.0,2.0,2.0,0.0,0.0,10.0,14.0,Desconocido
League 2,,,,False,2025-09-27,,,Bristol Rvs,Salford,2.0,1.0,,,2.0,5.0,1.0,4.0,0.0,1.0,7.0,18.0,Desconocido
League 1,,,,False,2025-09-27,,1357.0,Burton,Plymouth,0.0,4.0,,,6.0,5.0,0.0,1.0,0.0,0.0,12.0,15.0,Desconocido
Serie A,71.0,,,False,2025-09-27,490.0,505.0,Cagliari,Inter,0.0,2.0,,,4.0,4.0,0.0,2.0,0.0,0.0,6.0,20.0,Desconocido
National League,43.0,,,False,2025-09-27,1371.0,1339.0,Carlisle,Rochdale,0.0,2.0,,,,,2.0,2.0,0.0,0.0,,,Desconocido
Premiership Escocia,179,Scotland,,False,2025-09-27,247,249,Celtic,Hibernian,0.0,0.0,,,7.0,2.0,2.0,1.0,0.0,0.0,26.0,4.0,"Don Robertson, Scotland"
Serie B,72.0,,,False,2025-09-27,509.0,522.0,Cesena,Palermo,1.0,1.0,,,2.0,1.0,2.0,1.0,0.0,0.0,13.0,10.0,Desconocido
Championship,407.0,,,False,2025-09-27,1335.0,67.0,Charlton,Blackburn,3.0,0.0,,,3.0,3.0,4.0,2.0,0.0,0.0,16.0,9.0,Desconocido
Premier League,569.0,,,False,2025-09-27,49.0,51.0,Chelsea,Brighton,1.0,3.0,,,5.0,7.0,3.0,5.0,1.0,0.0,13.0,12.0,Desconocido
League 2,42,England,,False,2025-09-27,1345,1367,Chesterfield,Newport County,4.0,1.0,,,4.0,3.0,3.0,2.0,0.0,0.0,12.0,10.0,"Stephen Parkinson, England"
Serie A,71.0,,,False,2025-09-27,895.0,520.0,Como,Cremonese,1.0,1.0,,,4.0,3.0,3.0,4.0,1.0,0.0,14.0,9.0,Desconocido
League 1 Escocia,183,Scotland,,False,2025-09-27,6763,6773,Cove Rangers,Kelty Hearts,0.0,2.0,,,8.0,1.0,3.0,4.0,0.0,0.0,18.0,4.0,Desconocido
Championship,407.0,,,False,2025-09-27,1346.0,54.0,Coventry,Birmingham,3.0,0.0,,,3.0,4.0,1.0,2.0,0.0,1.0,14.0,5.0,Desconocido
League 2,42,England,,False,2025-09-27,1362,1819,Crawley Town,Barrow,1.0,2.0,,,12.0,7.0,3.0,3.0,0.0,0.0,20.0,18.0,"Matthew Corlett, England"
League 2,42,England,,False,2025-09-27,1363,1376,Crewe,Notts County,2.0,1.0,,,8.0,5.0,3.0,4.0,0.0,0.0,9.0,17.0,"Paul Tierney, England"
Premier League,569.0,,,False,2025-09-27,52.0,40.0,Crystal Palace,Liverpool,2.0,1.0,,,2.0,6.0,1.0,3.0,0.0,0.0,16.0,20.0,Desconocido
League 2 Escocia,184,Scotland,,False,2025-09-27,1382,6785,Dumbarton,Stranraer,1.0,2.0,,,9.0,3.0,1.0,3.0,0.0,0.0,10.0,10.0,Desconocido
Premiership Escocia,,,,False,2025-09-27,,250.0,Dundee United,Kilmarnock,0.0,2.0,,,9.0,6.0,4.0,2.0,0.0,0.0,18.0,17.0,Desconocido
Championship Escocia,180,Scotland,,False,2025-09-27,1388,901,Dunfermline,Partick,0.0,2.0,,,5.0,6.0,2.0,2.0,1.0,0.0,4.0,11.0,Desconocido
Ligue 2,62.0,,,False,2025-09-27,1304.0,87.0,Dunkerque,Amiens,6.0,2.0,,,5.0,2.0,3.0,1.0,0.0,0.0,18.0,6.0,Desconocido
League 2 Escocia,,,,False,2025-09-27,6766.0,,Edinburgh City,Forfar,1.0,1.0,,,6.0,1.0,3.0,4.0,0.0,1.0,19.0,3.0,Desconocido
La Liga 2,,,,False,2025-09-27,545.0,,Eibar,La Coruna,1.0,1.0,,,6.0,2.0,4.0,5.0,0.0,0.0,23.0,9.0,Desconocido
League 2 Escocia,,,,False,2025-09-27,,6781.0,Elgin,Spartans,2.0,3.0,,,3.0,4.0,1.0,4.0,0.0,0.0,6.0,9.0,Desconocido
Bundesliga 2,,,,False,2025-09-27,,191.0,Elversberg,Holstein Kiel,1.0,0.0,,,9.0,4.0,4.0,2.0,0.0,0.0,19.0,12.0,Desconocido
Primeira Liga,94.0,,,False,2025-09-27,230.0,,Estoril,Sp Lisbon,0.0,1.0,,,3.0,9.0,4.0,2.0,0.0,0.0,7.0,9.0,Desconocido
Primeira Liga,94.0,,,False,2025-09-27,15130.0,21595.0,Estrela,AVS,3.0,0.0,,,6.0,6.0,3.0,2.0,1.0,1.0,11.0,11.0,Desconocido
Eredivisie,88.0,,,False,2025-09-27,196.0,197.0,Excelsior,PSV Eindhoven,1.0,2.0,,,3.0,2.0,0.0,0.0,0.0,0.0,18.0,18.0,Desconocido
League 1,,,,False,2025-09-27,,37.0,Exeter,Huddersfield,0.0,1.0,,,5.0,8.0,3.0,1.0,0.0,0.0,12.0,22.0,Desconocido
Turkey Super Lig,,,,False,2025-09-27,,,Eyupspor,Goztep,0.0,0.0,,,6.0,3.0,2.0,1.0,0.0,0.0,6.0,17.0,Desconocido
League 2,42,England,,False,2025-09-27,1336,1361,Fleetwood Town,Colchester,4.0,2.0,,,4.0,1.0,0.0,0.0,0.0,0.0,18.0,12.0,"Edward Duckworth, England"
National League,43.0,,,False,2025-09-27,1378.0,1828.0,Forest Green,York,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,Desconocido
Turkey Super Lig,,,,False,2025-09-27,,3603.0,Gaziantep,Samsunspor,2.0,2.0,,,13.0,7.0,3.0,6.0,0.0,1.0,30.0,9.0,Desconocido
La Liga,140.0,,,False,2025-09-27,546.0,539.0,Getafe,Levante,1.0,1.0,,,6.0,2.0,4.0,3.0,0.0,0.0,11.0,11.0,Desconocido
League 2,,,,False,2025-09-27,1347.0,,Gillingham,Harrogate,0.0,1.0,,,12.0,1.0,1.0,1.0,0.0,0.0,18.0,7.0,Desconocido
League 2,42,England,,False,2025-09-27,1365,1372,Grimsby,Cheltenham,7.0,1.0,,,8.0,1.0,0.0,2.0,0.0,2.0,27.0,3.0,"Carl Brook, England"
National League,43.0,,,False,2025-09-27,,,Halifax,Aldershot,4.0,2.0,,,,,3.0,3.0,0.0,0.0,,,Desconocido
League 1 Escocia,,,,False,2025-09-27,,6784.0,Hamilton,Stenhousemuir,2.0,0.0,,,2.0,4.0,1.0,3.0,0.0,0.0,8.0,8.0,Desconocido
National League,43.0,,,False,2025-09-27,1366.0,7752.0,Hartlepool,Tamworth,1.0,1.0,,,,,3.0,2.0,0.0,0.0,,,Desconocido
Premiership Escocia,,,,False,2025-09-27,,1389.0,Hearts,Falkirk,3.0,0.0,,,9.0,5.0,0.0,1.0,0.0,0.0,20.0,10.0,Desconocido
Bundesliga,218.0,,,False,2025-09-27,,,Heidenheim,Augsburg,2.0,1.0,,,3.0,2.0,1.0,6.0,0.0,0.0,11.0,8.0,Desconocido
Eredivisie,88.0,,,False,2025-09-27,206.0,426.0,Heracles,Sparta Rotterdam,3.0,0.0,,,5.0,4.0,2.0,4.0,0.0,0.0,12.0,18.0,Desconocido
League 1 Escocia,,,,False,2025-09-27,,6764.0,Inverness C,East Fife,4.0,1.0,,,4.0,3.0,0.0,0.0,0.0,0.0,20.0,6.0,Desconocido
Championship,407.0,,,False,2025-09-27,57.0,1355.0,Ipswich,Portsmouth,2.0,1.0,,,5.0,4.0,1.0,2.0,0.0,0.0,14.0,8.0,Desconocido
Serie A,71.0,,,False,2025-09-27,10019.0,499.0,Juventus,Atalanta,1.0,1.0,,,14.0,5.0,0.0,3.0,0.0,1.0,24.0,12.0,Desconocido
Turkey Super Lig,,,,False,2025-09-27,,998.0,Karagumruk,Trabzonspor,3.0,4.0,,,1.0,7.0,4.0,1.0,0.0,0.0,13.0,22.0,Desconocido
Bundesliga 2,,,,False,2025-09-27,,,Karlsruhe,Magdeburg,1.0,0.0,,,8.0,5.0,1.0,6.0,0.0,0.0,16.0,21.0,Desconocido
La Liga 2,141,Spain,,False,2025-09-27,534,723,Las Palmas,Almeria,0.0,1.0,,,5.0,1.0,2.0,4.0,1.0,1.0,9.0,13.0,"Carlos Muniz Munoz, Spain"
Ligue 2,62.0,,,False,2025-09-27,433.0,82.0,Laval,Montpellier,0.0,1.0,,,11.0,5.0,0.0,5.0,0.0,0.0,18.0,11.0,Desconocido
Premier League,569.0,,,False,2025-09-27,63.0,35.0,Leeds,Bournemouth,2.0,2.0,,,7.0,4.0,2.0,2.0,0.0,0.0,19.0,12.0,Desconocido
League 1,41,England,,False,2025-09-27,1373,1368,Leyton Orient,Stevenage,2.0,3.0,,,6.0,7.0,0.0,1.0,0.0,0.0,5.0,11.0,"Andrew Humphries, England"
Ligue 1,61.0,,,False,2025-09-27,97.0,91.0,Lorient,Monaco,3.0,1.0,,,2.0,4.0,2.0,3.0,0.0,1.0,19.0,5.0,Desconocido
League 1,41,England,,False,2025-09-27,1359,1354,Luton,Doncaster,1.0,0.0,,,6.0,3.0,2.0,1.0,0.0,0.0,8.0,9.0,"Tim Robinson, England"
Bundesliga,218.0,,,False,2025-09-27,,,M'gladbach,Ein Frankfurt,4.0,6.0,,,4.0,6.0,1.0,2.0,0.0,0.0,11.0,21.0,Desconocido
Bundesliga,218.0,,,False,2025-09-27,,,Mainz,Dortmund,0.0,2.0,,,7.0,5.0,2.0,1.0,1.0,0.0,8.0,10.0,Desconocido
La Liga,140.0,,,False,2025-09-27,798.0,542.0,Mallorca,Alaves,1.0,0.0,,,4.0,8.0,2.0,3.0,0.0,0.0,12.0,12.0,Desconocido
Premier League,569.0,,,False,2025-09-27,,44.0,Man City,Burnley,5.0,1.0,,,10.0,2.0,1.0,3.0,0.0,0.0,21.0,9.0,Desconocido
League 1,,,,False,2025-09-27,,73.0,Mansfield,Rotherham,2.0,1.0,,,4.0,2.0,3.0,4.0,0.0,0.0,15.0,8.0,Desconocido
Serie B,72.0,,,False,2025-09-27,1693.0,512.0,Mantova,Frosinone,1.0,5.0,,,6.0,4.0,2.0,4.0,0.0,0.0,28.0,22.0,Desconocido
League 1 Escocia,,,,False,2025-09-27,4251.0,,Montrose,Queen of Sth,2.0,1.0,,,4.0,4.0,4.0,2.0,0.0,0.0,12.0,8.0,Desconocido
Serie B,72.0,,,False,2025-09-27,1579.0,870.0,Monza,Padova,0.0,1.0,,,7.0,3.0,1.0,2.0,0.0,0.0,13.0,13.0,Desconocido
Primeira Liga,94.0,,,False,2025-09-27,215.0,4716.0,Moreirense,Casa Pia,2.0,1.0,,,6.0,8.0,5.0,4.0,0.0,0.0,12.0,20.0,Desconocido
Championship Escocia,180,Scotland,,False,2025-09-27,1383,902,Morton,Ross County,1.0,1.0,,,8.0,5.0,3.0,4.0,0.0,0.0,16.0,9.0,Desconocido
